City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,alva,56.1528,-3.8051,62.33,76,78,3.0,GB,1688064545
289,guilin,25.2819,110.2864,80.71,97,100,3.15,CN,1688064545
290,regente feijo,-22.2214,-51.3028,81.68,39,0,4.61,BR,1688064466
291,aras-asan,8.8908,126.3033,77.94,87,99,4.9,PH,1688064546
292,ormara,25.2088,64.6357,84.27,79,100,18.84,PK,1688064546
293,touros,-5.1989,-35.4608,81.23,74,23,12.86,BR,1688064547
294,kirovsk,48.6375,38.6428,58.39,90,100,9.86,UA,1688064547
295,tralee,52.2704,-9.7026,57.81,85,100,10.42,IE,1688064547
296,labuan,5.2767,115.2417,77.36,94,20,0.0,MY,1688064548
297,ancud,-41.8697,-73.8203,48.0,91,100,4.59,CL,1688064343
298,maintirano,-18.0667,44.0167,70.81,70,0,5.06,MG,1688064549
299,bontang,0.1333,117.5,79.2,83,97,0.94,ID,1688064549
300,invercargill,-46.4,168.35,41.13,86,97,5.7,NZ,1688064549
301,jinchang,38.4953,102.1739,74.01,18,98,4.47,CN,1688064550
302,korkuteli,37.065,30.1957,68.47,48,0,4.92,TR,1688064550
303,pilani,28.3684,75.6041,90.07,53,60,7.29,IN,1688064551
304,hohhot,40.8106,111.6522,59.29,63,0,2.24,CN,1688064551
305,hasaki,35.7333,140.8333,76.21,95,100,7.34,JP,1688064552
306,conduaga,8.862,117.4893,79.05,85,100,3.06,PH,1688064552
307,tanjung sepat,2.6579,101.5629,80.58,94,20,0.0,MY,1688064553
308,ekibastuz,51.6667,75.3667,63.23,60,71,9.08,KZ,1688064554
309,hadibu,12.65,54.0333,78.98,76,85,26.04,YE,1688064555
310,la gi,10.6667,107.7833,78.89,92,100,6.62,VN,1688064555
311,peterhead,57.5058,-1.7981,62.46,82,22,10.78,GB,1688064556
312,es castell,39.8795,4.2854,77.68,78,0,4.61,ES,1688064556
313,kupang,-10.1667,123.5833,77.58,83,20,4.61,ID,1688064556
314,puerto francisco de orellana,-0.4667,-76.9667,84.25,74,75,5.75,EC,1688064557
315,porto novo,6.4965,2.6036,78.62,90,88,5.17,BJ,1688064558
316,ramshir,30.8946,49.4092,100.15,9,35,10.78,IR,1688064558
317,ati,13.2154,18.3353,97.05,28,100,8.3,TD,1688064559
318,yatou,37.15,122.3833,68.52,95,99,6.13,CN,1688064559
319,suwayr,30.1171,40.3893,92.34,14,7,15.95,SA,1688064559
320,baragua,21.6967,-78.6328,90.72,55,98,8.41,CU,1688064560
321,vila velha,-20.3297,-40.2925,76.95,68,0,11.5,BR,1688064560
322,amungan,15.3652,119.9582,80.31,84,100,4.21,PH,1688064561
323,keflavik,64.0049,-22.5624,46.83,87,100,17.27,IS,1688064561
324,vila franca do campo,37.7167,-25.4333,73.81,88,85,15.3,PT,1688064562
325,machico,32.7,-16.7667,79.72,76,20,18.41,PT,1688064562
326,nuuk,64.1835,-51.7216,41.61,81,75,19.57,GL,1688064562
327,khovd,48.0056,91.6419,60.03,31,93,7.65,MN,1688064563
328,la foa,-21.7108,165.8276,68.27,81,87,3.31,NC,1688064563
329,punta de bombon,-17.1717,-71.7931,66.02,70,0,6.42,PE,1688064564
330,beledweyne,4.7358,45.2036,79.95,59,100,21.81,SO,1688064564
331,beira,-19.8436,34.8389,71.69,83,0,5.01,MZ,1688064565
332,poronaysk,49.2167,143.1167,49.59,94,18,2.8,RU,1688064565
333,ratnagiri,16.9833,73.3,80.76,83,100,10.89,IN,1688064329
334,zahedan,29.4963,60.8629,85.91,15,0,0.0,IR,1688064566
335,santyoku,37.4406,129.1708,68.9,98,100,5.75,KR,1688064567
336,pascagoula,30.3658,-88.5561,97.52,55,20,4.61,US,1688064567
337,rodolfo sanchez taboada,31.7167,-116.5667,69.1,64,2,4.0,MX,1688064567
338,kone,-21.0595,164.8658,64.98,86,98,1.72,NC,1688064568
339,sarankhola,22.3082,89.7897,80.26,91,38,5.97,BD,1688064569
340,saint-philippe,-21.3585,55.7679,65.79,68,42,13.15,RE,1688064569
341,ponta delgada,37.7333,-25.6667,74.12,68,75,13.8,PT,1688064569
342,stephenville,32.2207,-98.2023,101.25,24,0,11.5,US,1688064570
343,ujae,8.9322,165.7642,82.22,80,57,16.33,MH,1688064570
344,mangalia,43.8,28.5833,68.04,66,5,7.99,RO,1688064571
345,lucapa,-8.4192,20.7447,76.24,31,2,1.92,AO,1688064571
346,mora,11.0461,14.1401,86.31,47,58,4.43,CM,1688064572
347,waddan,29.1614,16.139,91.36,16,0,12.57,LY,1688064572
348,poputnaya,44.5125,41.4392,61.57,91,41,12.15,RU,1688064572
349,jamai,22.2,78.5833,74.07,92,100,9.28,IN,1688064573
350,kresttsy,58.2452,32.5165,56.66,98,93,6.33,RU,1688064573
351,sitka,57.0531,-135.33,53.49,94,100,12.66,US,1688064574
352,wynyard,-41.0,145.7167,49.98,85,100,9.66,AU,1688064416
353,xiuyan,40.2928,123.2744,66.07,87,5,2.98,CN,1688064574
354,tura,25.5198,90.2201,73.33,98,88,5.46,IN,1688064575
355,olyokminsk,60.3736,120.4264,63.43,95,100,4.68,RU,1688064575
356,wagar,16.1525,36.2032,100.4,18,0,6.46,SD,1688064577
357,dolores,-36.3132,-57.6792,53.44,52,99,6.96,AR,1688064577
358,pitimbu,-7.4706,-34.8086,82.99,80,2,11.72,BR,1688064577
359,murrysville,40.4284,-79.6975,83.44,52,100,1.99,US,1688064578
360,thanh hoa,19.8,105.7667,81.55,91,16,3.98,VN,1688064578
361,medicine hat,50.0501,-110.6683,85.21,35,20,10.36,CA,1688064330
362,quelimane,-17.8786,36.8883,69.75,77,0,2.3,MZ,1688064536
363,bodaybo,57.8506,114.1933,59.52,97,100,2.19,RU,1688064579
364,san juan de miraflores,-12.1629,-76.9635,70.32,68,3,8.72,PE,1688064580
365,reggane,26.7158,0.1714,105.03,7,91,9.19,DZ,1688064580
366,inhambane,-23.865,35.3833,71.6,78,100,12.01,MZ,1688064581
367,port blair,11.6667,92.75,78.84,89,75,6.91,IN,1688064581
368,fuglafjordur,62.244,-6.814,52.27,87,97,12.17,FO,1688064582
369,hanzhong,33.0728,107.0303,71.74,82,95,0.58,CN,1688064582
370,santa cruz,-17.8,-63.1667,76.46,60,75,9.22,BO,1688064332
371,katsuura,35.1333,140.3,74.41,95,100,14.38,JP,1688064583
372,mokhsogollokh,61.4681,128.9203,66.42,95,92,1.16,RU,1688064584
373,kruisfontein,-34.0033,24.7314,58.21,65,100,12.48,ZA,1688064584
374,weno,7.4515,151.8468,79.38,83,100,8.66,FM,1688064585
375,dourbali,11.8091,15.8632,86.61,47,57,4.18,TD,1688064586
376,mocimboa,-11.3167,40.35,72.21,74,7,8.9,MZ,1688064586
377,tabou,4.423,-7.3528,77.13,77,87,9.06,CI,1688064586
378,mount gambier,-37.8333,140.7667,52.23,90,100,9.62,AU,1688064587
379,alaghsas,17.0187,8.0168,93.09,36,20,10.36,NE,1688064587
380,chonchi,-42.6128,-73.8092,51.12,89,94,3.71,CL,1688064587
381,taitung city,22.7583,121.1444,80.02,84,100,3.96,TW,1688064588
382,balaka,-14.9793,34.9558,62.91,50,4,2.28,MW,1688064588
383,castillos,-34.1667,-53.8333,53.89,61,23,4.52,UY,1688064589
384,guayaramerin,-10.8368,-65.3614,87.85,51,40,10.36,BO,1688064589
385,puerto colombia,10.9878,-74.9547,91.49,77,100,18.68,CO,1688064514
386,tambopata,-12.7333,-69.1833,80.49,83,75,5.75,PE,1688064590
387,lompoc,34.6391,-120.4579,80.69,76,7,7.0,US,1688064590
388,rongelap,11.1635,166.8941,82.29,79,100,18.48,MH,1688064590
389,luderitz,-26.6481,15.1594,58.77,74,0,14.7,NA,1688064591
390,saint-amand-montrond,46.75,2.5,74.43,62,74,8.61,FR,1688064591
391,acajutla,13.5928,-89.8275,84.74,78,55,4.45,SV,1688064592
392,belokany,41.7258,46.4083,75.29,76,98,5.19,AZ,1688064592
393,sorong,-0.8833,131.25,76.28,93,100,7.34,ID,1688064592
394,galliano,29.4422,-90.2992,98.01,63,100,4.61,US,1688064593
395,iquitos,-3.7481,-73.2472,84.24,89,75,2.3,PE,1688064593
396,dunedin,-45.8742,170.5036,43.81,66,13,14.0,NZ,1688064461
397,awjilah,29.1081,21.2869,85.82,23,0,14.74,LY,1688064594
398,pembroke,45.8168,-77.1162,82.15,31,0,1.3,CA,1688064594
399,harper,4.375,-7.7169,76.69,77,57,8.5,LR,1688064595
400,navoiy,40.0844,65.3792,78.28,17,6,9.22,UZ,1688064595
401,stavern,59.0,10.0333,65.32,90,100,12.68,NO,1688064596
402,zaozersk,69.4005,32.4476,48.54,86,60,9.73,RU,1688064596
403,mariehamn,60.0973,19.9348,69.66,73,0,5.75,AX,1688064597
404,veraval,20.9,70.3667,80.37,88,100,19.26,IN,1688064597
405,mount isa,-20.7333,139.5,55.17,71,96,11.5,AU,1688064597
406,matehuala,23.65,-100.65,84.54,36,11,14.47,MX,1688064572
407,fort mcmurray,56.7268,-111.381,83.79,51,0,5.75,CA,1688064309
408,coyhaique,-45.5752,-72.0662,41.61,81,40,3.44,CL,1688064414
409,dakhla,23.6848,-15.958,75.22,83,5,21.85,EH,1688064600
410,karratha,-20.7377,116.8463,58.82,47,0,14.67,AU,1688064601
411,port hedland,-20.3167,118.5667,51.85,58,0,9.22,AU,1688064602
412,enewetak,11.3474,162.3373,82.65,78,40,18.03,MH,1688064603
413,harpalpur,25.2884,79.3347,83.44,78,100,8.08,IN,1688064604
414,sierra grande,-41.606,-65.3557,54.27,35,6,9.69,AR,1688064605
415,cuichapa,18.7667,-96.8667,83.01,63,100,3.96,MX,1688064605
416,tanumah,27.1,44.1333,94.87,8,7,10.07,SA,1688064606
417,huzhou,30.8703,120.0933,79.93,88,100,0.96,CN,1688064607
418,malmberget,67.1753,20.6549,63.16,59,75,2.3,SE,1688064607
419,colon,9.3592,-79.9014,82.4,84,100,7.9,PA,1688064608
420,crane,31.3974,-102.3501,96.57,15,16,27.78,US,1688064608
421,laojunmiao,39.8333,97.7333,71.96,18,100,1.23,CN,1688064609
422,nacala,-14.5428,40.6728,70.09,72,4,5.44,MZ,1688064609
423,puerto san jose,13.9256,-90.8244,86.43,73,88,7.02,GT,1688064610
424,pacific grove,36.6177,-121.9166,70.34,84,100,8.05,US,1688064610
425,undurkhaan,47.3194,110.6556,53.87,50,2,0.98,MN,1688064611
426,laascaanood,8.4774,47.3597,79.81,50,96,27.45,SO,1688064611
427,mwanza,-2.5167,32.9,69.85,78,20,0.0,TZ,1688064612
428,linxia chengguanzhen,35.6003,103.2064,58.3,68,0,5.23,CN,1688064612
429,cranbrook,49.4999,-115.7688,76.84,47,75,9.22,CA,1688064613
430,auki,-8.7676,160.7034,77.02,92,100,6.58,SB,1688064613
431,cidreira,-30.1811,-50.2056,58.82,57,59,4.76,BR,1688064614
432,port-vila,-17.7338,168.3219,58.6,100,75,2.3,VU,1688064614
433,kosiv,48.3107,25.0958,56.46,88,8,4.94,UA,1688064615
434,jatiwangi,-6.7336,108.2628,73.76,83,16,5.86,ID,1688064615
435,prince rupert,54.3161,-130.3201,59.09,84,100,4.61,CA,1688064610
436,nova vicosa,-17.8919,-39.3719,75.69,69,0,7.25,BR,1688064483
437,velyka pysarivka,50.4259,35.485,57.31,95,87,7.18,UA,1688064616
438,gerash,27.6652,54.1371,95.14,29,0,3.31,IR,1688064617
439,san lawrenz,36.0553,14.204,78.85,72,0,6.91,MT,1688064617
440,dondaicha,21.3333,74.5667,79.54,82,100,21.21,IN,1688064618
441,kaa-khem,51.6833,94.7333,54.05,68,100,4.05,RU,1688064618
442,bom jesus,-9.0744,-44.3586,95.9,22,22,6.67,BR,1688064619
443,ulladulla,-35.35,150.4667,50.14,62,6,11.72,AU,1688064619
444,tionk essil,12.7856,-16.5217,87.85,68,85,10.94,SN,1688064620
445,tolanaro,-25.0319,46.9987,64.47,94,75,11.5,MG,1688064620
446,mirnyy,62.5353,113.9611,59.23,62,99,11.01,RU,1688064620
447,karumbakkam,12.6992,80.0933,83.77,70,31,12.03,IN,1688064621
448,as sulayyil,20.4607,45.5779,97.05,9,83,6.24,SA,1688064621
449,antrim,54.6667,-6.25,63.97,72,20,5.75,GB,1688064622
450,portland,45.5234,-122.6762,82.62,52,1,5.01,US,1688064403
451,qamdo,31.1667,97.2333,47.82,73,100,2.15,CN,1688064623
452,syas'stroy,60.1367,32.5691,59.32,95,19,3.02,RU,1688064624
453,ayvacik,39.6011,26.4047,70.25,75,3,5.86,TR,1688064624
454,el granada,37.5027,-122.4694,83.43,74,100,8.05,US,1688064624
455,richmond,37.5538,-77.4603,86.14,51,40,8.05,US,1688064625
456,newman,37.3138,-121.0208,86.05,20,0,3.94,US,1688064625
457,udachny,66.4167,112.4,48.45,65,0,7.47,RU,1688064626
458,knyaze-volkonskoye,48.4642,135.4567,62.94,88,14,4.18,RU,1688064626
459,hobyo,5.3505,48.5268,77.54,82,98,24.67,SO,1688064627
460,salalah,17.0151,54.0924,80.69,94,100,6.91,OM,1688064627
461,bikenibeu village,1.3673,173.1241,80.56,83,75,4.61,KI,1688064627
462,kristiansund,63.1115,7.732,59.05,76,75,9.22,NO,1688064628
463,onguday,50.75,86.15,47.1,92,100,2.77,RU,1688064629
464,altai,46.3722,96.2583,56.48,32,33,2.91,MN,1688064629
465,ihsaniye,40.6909,29.8347,66.58,100,2,3.42,TR,1688064630
466,tsiombe,-25.3,45.4833,65.98,76,0,14.36,MG,1688064630
467,witbank,-25.8713,29.2332,47.98,32,0,7.02,ZA,1688064631
468,camacupa,-12.0167,17.4833,64.35,34,0,0.74,AO,1688064631
469,soio,-6.1349,12.3689,70.09,85,2,5.7,AO,1688064412
470,yuanping,38.7153,112.7575,68.18,35,0,1.16,CN,1688064632
471,olinda,-8.0089,-34.8553,76.73,88,75,6.91,BR,1688064354
472,zarghun shahr,32.8473,68.4457,75.09,44,1,16.71,AF,1688064633
473,west livingston,30.6983,-95.0019,95.05,35,0,3.47,US,1688064634
474,kapa'a,22.0752,-159.319,80.92,81,75,13.8,US,1688064634
475,sao vicente,-23.9631,-46.3919,75.38,51,75,10.36,BR,1688064473
476,keetmanshoop,-26.5833,18.1333,56.32,54,0,3.44,NA,1688064635
477,shenjiamen,29.9576,122.298,77.14,90,100,24.65,CN,1688064635
478,kayyerkan,69.3786,87.7439,51.3,76,67,5.59,RU,1688064636
479,edson,53.5835,-116.4356,68.14,60,20,6.91,CA,1688064636
480,pointe aux piments,-20.0628,57.5131,70.36,56,24,15.79,MU,1688064637
481,kitui,-1.367,38.0106,66.67,74,100,11.03,KE,1688064637
482,la tuque,47.4334,-72.7824,71.85,64,100,3.44,CA,1688064534
483,tromso,69.6496,18.957,55.42,76,0,17.27,NO,1688064578
484,vladimir,56.1366,40.3966,54.36,95,48,4.5,RU,1688064639
485,koulikoro,14.0,-7.75,83.52,61,36,12.28,ML,1688064640
486,ulan bator,47.9077,106.8832,51.93,58,0,2.24,MN,1688064640
487,kinablangan,7.6947,126.5503,78.06,84,87,4.23,PH,1688064640
488,hovd,48.0056,91.6419,60.03,31,93,7.65,MN,1688064641
489,siwa oasis,29.2041,25.5195,91.26,21,0,6.76,EG,1688064641
490,sao joao da barra,-21.6403,-41.0511,82.49,60,0,14.74,BR,1688064642
491,carloforte,39.145,8.3058,74.41,80,10,12.03,IT,1688064642
492,magadan,59.5667,150.8,54.59,79,64,0.78,RU,1688064643
493,pionerskiy,54.9508,20.2275,66.74,76,0,12.35,RU,1688064643
494,tondano,1.3038,124.9112,68.09,85,81,0.94,ID,1688064644
495,nguigmi,14.2495,13.1092,94.59,32,14,7.45,NE,1688064644
496,margate,51.3813,1.3862,66.87,74,31,4.0,GB,1688064644
497,betioky,-23.7167,44.3833,62.53,72,0,4.7,MG,1688064645
498,vorkuta,67.5,64.0,48.96,59,100,4.99,RU,1688064647
499,dampit,-8.2116,112.7493,69.42,97,71,2.51,ID,1688064647
500,duba,27.3513,35.6901,86.07,52,6,4.54,SA,1688064648
501,tapa,59.2606,25.9586,61.25,80,0,5.03,EE,1688064648
502,betio village,1.358,172.9211,80.64,74,46,4.92,KI,1688064648
503,cururupu,-1.8283,-44.8683,87.08,60,15,5.03,BR,1688064649
504,rosario oeste,-14.8361,-56.4275,91.63,22,0,1.86,BR,1688064649
505,newton,42.337,-71.2092,85.39,61,75,11.5,US,1688064505
506,sandnessjoen,66.0217,12.6316,59.52,88,75,2.3,NO,1688064650
507,malabar,-33.9667,151.25,50.04,62,0,13.8,AU,1688064650
508,idrinskoye,54.3708,92.1358,51.49,89,33,4.65,RU,1688064651
509,peace river,56.2501,-117.286,71.91,56,75,12.66,CA,1688064651
510,fougamou,-1.2154,10.5838,77.16,75,92,3.2,GA,1688064652
511,aldinga beach,-35.2793,138.4604,54.66,83,100,10.58,AU,1688064652
512,mermoz boabab,14.7065,-17.4758,85.78,70,0,9.22,SN,1688064652
513,zhob,31.3411,69.4481,83.86,49,5,10.6,PK,1688064653
514,port lincoln,-34.7333,135.8667,54.79,74,100,8.28,AU,1688064653
515,panorama,40.5878,23.0315,71.53,67,20,2.3,GR,1688064653
516,holualoa,19.6228,-155.9522,76.84,77,0,5.75,US,1688064654
517,novyye burasy,52.1324,46.0714,62.51,90,100,1.86,RU,1688064654
518,douz,33.4663,9.0203,96.42,14,0,6.02,TN,1688064655
519,cannonvale,-20.2833,148.7,69.19,82,89,16.4,AU,1688064655
520,lockwood,45.8191,-108.4149,77.41,51,20,8.05,US,1688064655
521,sonoita,31.85,-112.8333,94.68,9,0,18.39,MX,1688064656
522,narayangarh,30.4833,77.1333,82.18,67,3,4.07,IN,1688064656
523,lezignan-corbieres,43.1976,2.7614,78.4,61,100,18.45,FR,1688064657
524,satun,6.8333,100.0,77.0,92,100,2.06,TH,1688064657
525,zhanaozen,43.3,52.8,82.81,26,36,13.98,KZ,1688064657
526,mugia,43.1041,-9.2179,68.92,73,6,20.56,ES,1688064658
527,geraldton,-28.7667,114.6,45.01,76,0,8.05,AU,1688064658
528,al jubayl,27.0112,49.6583,93.22,36,6,5.82,SA,1688064659
529,rosales,15.8944,120.6328,77.79,92,100,4.25,PH,1688064659
530,nurota,40.5614,65.6886,75.69,22,19,8.48,UZ,1688064659
531,yefremov,53.1481,38.0992,56.01,95,100,7.7,RU,1688064660
532,bambari,5.768,20.6757,73.54,92,81,2.48,CF,1688064660
533,novyy urgal,51.0736,132.5642,59.92,78,100,3.2,RU,1688064661
534,trevelin,-43.0858,-71.4639,42.28,91,88,1.1,AR,1688064558
535,federacion,-31.0062,-57.8996,59.59,39,100,6.58,AR,1688064661
536,anloga,5.7947,0.8973,77.5,86,64,7.54,GH,1688064609
537,ferkessedougou,9.6,-5.2,75.6,88,67,2.53,CI,1688064662
538,inverell,-29.7833,151.1167,31.1,84,2,1.01,AU,1688064663
539,myeik,12.4333,98.6,80.31,85,100,2.95,MM,1688064663
540,baruun-urt,46.6806,113.2792,58.15,43,0,9.06,MN,1688064664
541,pahrump,36.2083,-115.9839,93.25,16,1,3.0,US,1688064467
542,mineros,-17.1167,-63.2333,80.91,46,42,3.27,BO,1688064665
543,oodweyne,9.4092,45.064,74.41,61,89,20.6,SO,1688064665
544,yokadouma,3.5167,15.05,70.02,98,65,1.41,CM,1688064666
545,gunnison,38.7,-107.0673,73.8,12,5,9.93,US,1688064666
546,pucon,-39.2822,-71.9543,50.38,83,95,1.7,CL,1688064667
547,saudarkrokur,65.7461,-19.6394,45.84,94,100,2.59,IS,1688064667
548,vung tau,10.346,107.0843,81.34,86,100,11.36,VN,1688064668
549,cole harbour,44.6724,-63.4751,65.59,97,100,14.0,CA,1688064669
550,pieksamaki,62.3,27.1333,60.19,93,100,4.12,FI,1688064669
551,devils lake,48.1128,-98.8651,75.31,61,75,13.8,US,1688064670
552,san antonio de pale,-1.4014,5.6325,76.26,75,93,13.29,GQ,1688064671
553,bamboo flat,11.7,92.7167,78.89,89,75,6.91,IN,1688064671
554,guatrache,-37.6678,-63.5302,56.23,37,99,13.35,AR,1688064672
555,luza,60.6308,47.2512,60.06,93,100,3.83,RU,1688064672
556,ta`u,-14.2336,-169.5144,81.77,74,75,17.6,AS,1688064673
557,zyryanovsk,49.7386,84.2719,47.75,87,24,1.01,KZ,1688064673
558,aleksandrovsk-sakhalinskiy,50.8975,142.1561,52.2,96,13,3.6,RU,1688064674
559,kirakira,-10.4544,161.9205,78.39,86,100,8.79,SB,1688064674
560,kiboga,0.9161,31.7742,65.62,84,100,3.18,UG,1688064674
561,sur,22.5667,59.5289,85.93,72,100,18.45,OM,1688064675
562,wafangdian,39.6183,122.0081,66.07,92,34,2.82,CN,1688064675
563,rancho palos verdes,33.7445,-118.387,79.09,73,20,7.0,US,1688064676
564,worland,44.0169,-107.9554,76.68,54,0,4.61,US,1688064677
565,mata-utu,-13.2816,-176.1745,81.52,78,6,8.72,WF,1688064678
566,caleta de carquin,-11.0925,-77.6267,72.88,68,4,11.05,PE,1688064678
567,rosetta,31.4044,30.4164,75.83,82,0,10.27,EG,1688064679
568,fisterra,42.9049,-9.2629,68.76,72,6,22.15,ES,1688064679
569,arevalo,41.0626,-4.7204,78.3,47,0,19.48,ES,1688064680
570,pyhajarvi,67.0701,27.2176,62.64,64,100,4.76,FI,1688064681
571,aban,56.67,96.06,56.7,82,100,9.26,RU,1688064681
572,west plains,36.7281,-91.8524,99.9,55,0,12.66,US,1688064682
573,zhalantun,48.0,122.7167,56.73,79,97,3.8,CN,1688064682
574,murun-kuren,49.6342,100.1625,55.2,52,74,2.73,MN,1688064682
575,mamou,10.5,-12.0,73.31,93,15,3.04,GN,1688064683
576,usogorsk,63.4106,48.6872,55.8,52,1,4.56,RU,1688064683
577,punta del este,-34.9667,-54.95,57.31,60,75,8.05,UY,1688064684
578,kamina,-8.7386,24.9906,70.47,44,41,2.8,CD,1688064684
